generation_id,created_at,cost_total,cost_web_search,cost_cache,cost_file_processing,byok_usage_inference,tokens_prompt,tokens_completion,tokens_reasoning,model_permaslug,provider_name,variant,cancelled,streamed,user,finish_reason_raw,finish_reason_normalized,generation_time_ms,time_to_first_token_ms,app_name,api_key_name
gen-1767120593-ylLt9mToBdPnEBRjiDtP,2025-12-30 18:49:52.930,0.006537,,0.000834,0,0,1116,157,0,anthropic/claude-4.5-sonnet-20250929,Google,standard,false,true,user_03d2a38a7d0f0c79a06431ba46bd0eed89d9cd2b32dc5f2f1aa778bfcbad2a26_account__session_f16bdf25-b3e4-43af-bdad-c40a18aeea29,stop,stop,4688,1292,,keynew
gen-1767120592-JYXtEUzdHbAepToMpKeP,2025-12-30 18:49:52.922,0.001861,,,0,0,986,175,0,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,standard,false,true,user_03d2a38a7d0f0c79a06431ba46bd0eed89d9cd2b32dc5f2f1aa778bfcbad2a26_account__session_f16bdf25-b3e4-43af-bdad-c40a18aeea29,stop,stop,2343,811,,keynew
gen-1767119280-6lZT0xZpefjqTkyDTak1,2025-12-30 18:28:00.685,0.014866,,,0,0,14861,1,0,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,standard,false,true,user_03d2a38a7d0f0c79a06431ba46bd0eed89d9cd2b32dc5f2f1aa778bfcbad2a26_account__session_3eb6bdc4-4d1a-43c1-92af-d67ef370a4db,length,length,1070,1070,,keynew
gen-1767119277-UaXmPAZaMcigc0rG4zPb,2025-12-30 18:27:57.680,0.001108,,,0,0,1103,1,0,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,standard,false,true,user_03d2a38a7d0f0c79a06431ba46bd0eed89d9cd2b32dc5f2f1aa778bfcbad2a26_account__session_3eb6bdc4-4d1a-43c1-92af-d67ef370a4db,length,length,882,882,,keynew
gen-1767119277-jvIutzPVGVrs6K2884me,2025-12-30 18:27:57.665,0,,,0,0,31070,139,0,xiaomi/mimo-v2-flash-20251210,Xiaomi,free,false,true,user_03d2a38a7d0f0c79a06431ba46bd0eed89d9cd2b32dc5f2f1aa778bfcbad2a26_account__session_3eb6bdc4-4d1a-43c1-92af-d67ef370a4db,stop,stop,4995,3040,,keynew
gen-1767119277-p2lP1mEIonMizeXfaX22,2025-12-30 18:27:57.599,0.000683,,,0,0,678,1,0,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,standard,false,true,user_03d2a38a7d0f0c79a06431ba46bd0eed89d9cd2b32dc5f2f1aa778bfcbad2a26_account__session_3eb6bdc4-4d1a-43c1-92af-d67ef370a4db,length,length,839,839,,keynew
gen-1767119277-0oOp4DU7nPgYkCZfEu6D,2025-12-30 18:27:57.599,0.002646,,,0,0,2641,1,0,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,standard,false,true,user_03d2a38a7d0f0c79a06431ba46bd0eed89d9cd2b32dc5f2f1aa778bfcbad2a26_account__session_3eb6bdc4-4d1a-43c1-92af-d67ef370a4db,length,length,1506,1506,,keynew
gen-1767119277-mZfCEW8A69N9vu5Fn7cF,2025-12-30 18:27:57.597,0.001013,,,0,0,1008,1,0,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,standard,false,true,user_03d2a38a7d0f0c79a06431ba46bd0eed89d9cd2b32dc5f2f1aa778bfcbad2a26_account__session_3eb6bdc4-4d1a-43c1-92af-d67ef370a4db,length,length,891,891,,keynew
gen-1767119277-EqbEn6ED4iRHBojyjK0t,2025-12-30 18:27:57.597,0.000756,,,0,0,751,1,0,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,standard,false,true,user_03d2a38a7d0f0c79a06431ba46bd0eed89d9cd2b32dc5f2f1aa778bfcbad2a26_account__session_3eb6bdc4-4d1a-43c1-92af-d67ef370a4db,length,length,840,840,,keynew
gen-1767119277-zQrMXvE7bQZfPajwcXEX,2025-12-30 18:27:57.596,0.000784,,,0,0,779,1,0,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,standard,false,true,user_03d2a38a7d0f0c79a06431ba46bd0eed89d9cd2b32dc5f2f1aa778bfcbad2a26_account__session_3eb6bdc4-4d1a-43c1-92af-d67ef370a4db,length,length,2447,2447,,keynew
gen-1767119277-7LqzI4JXEIUJ9lVOFMcL,2025-12-30 18:27:57.593,0.002313,,,0,0,2308,1,0,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,standard,false,true,user_03d2a38a7d0f0c79a06431ba46bd0eed89d9cd2b32dc5f2f1aa778bfcbad2a26_account__session_3eb6bdc4-4d1a-43c1-92af-d67ef370a4db,length,length,904,904,,keynew
gen-1767119277-yccxZu34ZufmpYrkftjM,2025-12-30 18:27:57.555,0.000967,,,0,0,962,1,0,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,standard,false,true,user_03d2a38a7d0f0c79a06431ba46bd0eed89d9cd2b32dc5f2f1aa778bfcbad2a26_account__session_3eb6bdc4-4d1a-43c1-92af-d67ef370a4db,length,length,611,611,,keynew
gen-1767119277-uKoNvHxbNMyTmARKoVbJ,2025-12-30 18:27:57.555,0.001487,,,0,0,1482,1,0,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,standard,false,true,user_03d2a38a7d0f0c79a06431ba46bd0eed89d9cd2b32dc5f2f1aa778bfcbad2a26_account__session_3eb6bdc4-4d1a-43c1-92af-d67ef370a4db,length,length,1115,1115,,keynew
gen-1767119277-mNiTWvuF2bzAyEaY055U,2025-12-30 18:27:57.554,0.000705,,,0,0,700,1,0,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,standard,false,true,user_03d2a38a7d0f0c79a06431ba46bd0eed89d9cd2b32dc5f2f1aa778bfcbad2a26_account__session_3eb6bdc4-4d1a-43c1-92af-d67ef370a4db,length,length,929,929,,keynew
gen-1767119277-glyb0CU7SEViAmphwPp4,2025-12-30 18:27:57.552,0.000761,,,0,0,756,1,0,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,standard,false,true,user_03d2a38a7d0f0c79a06431ba46bd0eed89d9cd2b32dc5f2f1aa778bfcbad2a26_account__session_3eb6bdc4-4d1a-43c1-92af-d67ef370a4db,length,length,894,894,,keynew
gen-1767119277-k2hJXuIYMJCB1EyfV68p,2025-12-30 18:27:57.550,0.000597,,,0,0,592,1,0,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,standard,false,true,user_03d2a38a7d0f0c79a06431ba46bd0eed89d9cd2b32dc5f2f1aa778bfcbad2a26_account__session_3eb6bdc4-4d1a-43c1-92af-d67ef370a4db,length,length,823,823,,keynew
gen-1767119277-PaaC9HKo0WKNZk0wWuw6,2025-12-30 18:27:57.550,0.000599,,,0,0,594,1,0,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,standard,false,true,user_03d2a38a7d0f0c79a06431ba46bd0eed89d9cd2b32dc5f2f1aa778bfcbad2a26_account__session_3eb6bdc4-4d1a-43c1-92af-d67ef370a4db,length,length,803,803,,keynew
gen-1767119277-xp0FjJXucKaZLCvlvW4K,2025-12-30 18:27:57.547,0.000734,,,0,0,729,1,0,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,standard,false,true,user_03d2a38a7d0f0c79a06431ba46bd0eed89d9cd2b32dc5f2f1aa778bfcbad2a26_account__session_3eb6bdc4-4d1a-43c1-92af-d67ef370a4db,length,length,1298,1298,,keynew
gen-1767119277-UzSfkQToyLru4f6bv5uG,2025-12-30 18:27:57.546,0.001505,,,0,0,1500,1,0,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,standard,false,true,user_03d2a38a7d0f0c79a06431ba46bd0eed89d9cd2b32dc5f2f1aa778bfcbad2a26_account__session_3eb6bdc4-4d1a-43c1-92af-d67ef370a4db,length,length,1264,1264,,keynew
gen-1767119277-LnHSt7L216EYEYXkrIie,2025-12-30 18:27:57.546,0.000701,,,0,0,696,1,0,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,standard,false,true,user_03d2a38a7d0f0c79a06431ba46bd0eed89d9cd2b32dc5f2f1aa778bfcbad2a26_account__session_3eb6bdc4-4d1a-43c1-92af-d67ef370a4db,length,length,1445,1445,,keynew
gen-1767119277-fbytwSZ97S0vKFHAa5a1,2025-12-30 18:27:57.545,0.000737,,,0,0,732,1,0,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,standard,false,true,user_03d2a38a7d0f0c79a06431ba46bd0eed89d9cd2b32dc5f2f1aa778bfcbad2a26_account__session_3eb6bdc4-4d1a-43c1-92af-d67ef370a4db,length,length,610,610,,keynew
gen-1767119276-2xRUybiwYUfYgc574RwF,2025-12-30 18:27:55.912,0.001684,,,0,0,909,155,0,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,standard,false,true,user_03d2a38a7d0f0c79a06431ba46bd0eed89d9cd2b32dc5f2f1aa778bfcbad2a26_account__session_fe4e5618-1150-477f-99fa-639c4158fe02,stop,stop,2420,727,,keynew
gen-1767119276-licNPtFMhi8yav6tKlXn,2025-12-30 18:27:55.905,0.005119,,-0.002797,0,0,1039,320,0,anthropic/claude-4.5-sonnet-20250929,Google,standard,false,true,user_03d2a38a7d0f0c79a06431ba46bd0eed89d9cd2b32dc5f2f1aa778bfcbad2a26_account__session_fe4e5618-1150-477f-99fa-639c4158fe02,stop,stop,7132,1337,,keynew
gen-1767119071-YuRkvs10J3newhPUewb1,2025-12-30 18:24:31.302,0.014866,,,0,0,14861,1,0,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,standard,false,true,user_03d2a38a7d0f0c79a06431ba46bd0eed89d9cd2b32dc5f2f1aa778bfcbad2a26_account__session_3eb6bdc4-4d1a-43c1-92af-d67ef370a4db,length,length,1163,1163,,keynew
gen-1767119069-1OelGgiBMCSFt5527mi5,2025-12-30 18:24:29.009,0.000967,,,0,0,962,1,0,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,standard,false,true,user_03d2a38a7d0f0c79a06431ba46bd0eed89d9cd2b32dc5f2f1aa778bfcbad2a26_account__session_3eb6bdc4-4d1a-43c1-92af-d67ef370a4db,length,length,766,766,,keynew
gen-1767119069-Yffv8enjkmRHOysMPlHV,2025-12-30 18:24:28.988,0.000756,,,0,0,751,1,0,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,standard,false,true,user_03d2a38a7d0f0c79a06431ba46bd0eed89d9cd2b32dc5f2f1aa778bfcbad2a26_account__session_3eb6bdc4-4d1a-43c1-92af-d67ef370a4db,length,length,1102,1102,,keynew
gen-1767119068-Exqc3AGcIZRsH9ZM29lO,2025-12-30 18:24:28.988,0.001013,,,0,0,1008,1,0,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,standard,false,true,user_03d2a38a7d0f0c79a06431ba46bd0eed89d9cd2b32dc5f2f1aa778bfcbad2a26_account__session_3eb6bdc4-4d1a-43c1-92af-d67ef370a4db,length,length,1079,1079,,keynew
gen-1767119068-3VAQxFcglRyamPH9Hqsd,2025-12-30 18:24:28.988,0.002646,,,0,0,2641,1,0,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,standard,false,true,user_03d2a38a7d0f0c79a06431ba46bd0eed89d9cd2b32dc5f2f1aa778bfcbad2a26_account__session_3eb6bdc4-4d1a-43c1-92af-d67ef370a4db,length,length,883,883,,keynew
gen-1767119068-cUPB5SckHcyHUcyOD69F,2025-12-30 18:24:28.986,0.001108,,,0,0,1103,1,0,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,standard,false,true,user_03d2a38a7d0f0c79a06431ba46bd0eed89d9cd2b32dc5f2f1aa778bfcbad2a26_account__session_3eb6bdc4-4d1a-43c1-92af-d67ef370a4db,length,length,1024,1024,,keynew
gen-1767119069-6sdDrDS4FEIgeeC8Gllu,2025-12-30 18:24:28.983,0.001505,,,0,0,1500,1,0,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,standard,false,true,user_03d2a38a7d0f0c79a06431ba46bd0eed89d9cd2b32dc5f2f1aa778bfcbad2a26_account__session_3eb6bdc4-4d1a-43c1-92af-d67ef370a4db,length,length,1099,1099,,keynew
gen-1767119068-XE81o4NHBRvP89Cp66mB,2025-12-30 18:24:28.983,0.000683,,,0,0,678,1,0,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,standard,false,true,user_03d2a38a7d0f0c79a06431ba46bd0eed89d9cd2b32dc5f2f1aa778bfcbad2a26_account__session_3eb6bdc4-4d1a-43c1-92af-d67ef370a4db,length,length,1038,1038,,keynew
gen-1767119069-b1vrJY4MGl5oCx35GLZe,2025-12-30 18:24:28.981,0,,,0,0,30942,101,0,xiaomi/mimo-v2-flash-20251210,Xiaomi,free,false,true,user_03d2a38a7d0f0c79a06431ba46bd0eed89d9cd2b32dc5f2f1aa778bfcbad2a26_account__session_3eb6bdc4-4d1a-43c1-92af-d67ef370a4db,stop,stop,2883,1856,,keynew
gen-1767119069-df3roy0RND608tlQ01MM,2025-12-30 18:24:28.978,0.000784,,,0,0,779,1,0,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,standard,false,true,user_03d2a38a7d0f0c79a06431ba46bd0eed89d9cd2b32dc5f2f1aa778bfcbad2a26_account__session_3eb6bdc4-4d1a-43c1-92af-d67ef370a4db,length,length,1858,1858,,keynew
gen-1767119068-k1GWzaTc3wPjp6ZeHZqX,2025-12-30 18:24:28.978,0.000761,,,0,0,756,1,0,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,standard,false,true,user_03d2a38a7d0f0c79a06431ba46bd0eed89d9cd2b32dc5f2f1aa778bfcbad2a26_account__session_3eb6bdc4-4d1a-43c1-92af-d67ef370a4db,length,length,1510,1510,,keynew
gen-1767119068-znRnkSREdddjEkKkkdQ3,2025-12-30 18:24:28.977,0.002313,,,0,0,2308,1,0,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,standard,false,true,user_03d2a38a7d0f0c79a06431ba46bd0eed89d9cd2b32dc5f2f1aa778bfcbad2a26_account__session_3eb6bdc4-4d1a-43c1-92af-d67ef370a4db,length,length,1099,1099,,keynew
gen-1767119069-uZieVbH7VAtBMKtYDeUD,2025-12-30 18:24:28.974,0.000597,,,0,0,592,1,0,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,standard,false,true,user_03d2a38a7d0f0c79a06431ba46bd0eed89d9cd2b32dc5f2f1aa778bfcbad2a26_account__session_3eb6bdc4-4d1a-43c1-92af-d67ef370a4db,length,length,989,989,,keynew
gen-1767119069-oAtFT5F93gGflhIJJiKZ,2025-12-30 18:24:28.970,0.000599,,,0,0,594,1,0,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,standard,false,true,user_03d2a38a7d0f0c79a06431ba46bd0eed89d9cd2b32dc5f2f1aa778bfcbad2a26_account__session_3eb6bdc4-4d1a-43c1-92af-d67ef370a4db,length,length,1197,1197,,keynew
gen-1767119068-AgKgFE1pIUJFXN0yyxyp,2025-12-30 18:24:28.935,0.001487,,,0,0,1482,1,0,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,standard,false,true,user_03d2a38a7d0f0c79a06431ba46bd0eed89d9cd2b32dc5f2f1aa778bfcbad2a26_account__session_3eb6bdc4-4d1a-43c1-92af-d67ef370a4db,length,length,1319,1319,,keynew
gen-1767119069-86Ox2HTss1LsGbWcfKAF,2025-12-30 18:24:28.934,0.000705,,,0,0,700,1,0,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,standard,false,true,user_03d2a38a7d0f0c79a06431ba46bd0eed89d9cd2b32dc5f2f1aa778bfcbad2a26_account__session_3eb6bdc4-4d1a-43c1-92af-d67ef370a4db,length,length,810,810,,keynew
gen-1767119068-KiI1njQNEg1FW3C7sz6O,2025-12-30 18:24:28.933,0.000734,,,0,0,729,1,0,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,standard,false,true,user_03d2a38a7d0f0c79a06431ba46bd0eed89d9cd2b32dc5f2f1aa778bfcbad2a26_account__session_3eb6bdc4-4d1a-43c1-92af-d67ef370a4db,length,length,1320,1320,,keynew
gen-1767119068-5dicqLwePyuICCojq3v3,2025-12-30 18:24:28.933,0.000737,,,0,0,732,1,0,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,standard,false,true,user_03d2a38a7d0f0c79a06431ba46bd0eed89d9cd2b32dc5f2f1aa778bfcbad2a26_account__session_3eb6bdc4-4d1a-43c1-92af-d67ef370a4db,length,length,1285,1285,,keynew
gen-1767119068-qMJ4EC04jhXQFt1YMvVN,2025-12-30 18:24:28.911,0.000701,,,0,0,696,1,0,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,standard,false,true,user_03d2a38a7d0f0c79a06431ba46bd0eed89d9cd2b32dc5f2f1aa778bfcbad2a26_account__session_3eb6bdc4-4d1a-43c1-92af-d67ef370a4db,length,length,1247,1247,,keynew
gen-1767119066-X50njnuj4BiOANdlprd6,2025-12-30 18:24:26.228,0.001659,,,0,0,909,150,0,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,standard,false,true,user_03d2a38a7d0f0c79a06431ba46bd0eed89d9cd2b32dc5f2f1aa778bfcbad2a26_account__session_37c00cd1-e4a8-499c-8ad3-1ce02d631c82,stop,stop,2390,915,,keynew
gen-1767119066-JcPDfB4gEwigvP4NT2im,2025-12-30 18:24:26.214,0.007809,,0.000777,0,0,1039,261,0,anthropic/claude-4.5-sonnet-20250929,Google,standard,false,true,user_03d2a38a7d0f0c79a06431ba46bd0eed89d9cd2b32dc5f2f1aa778bfcbad2a26_account__session_37c00cd1-e4a8-499c-8ad3-1ce02d631c82,stop,stop,6341,751,,keynew
gen-1767118466-LKVJrCIcbkfDwUFYgy0r,2025-12-30 18:14:26.495,0.014866,,,0,0,14861,1,0,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,standard,false,true,user_03d2a38a7d0f0c79a06431ba46bd0eed89d9cd2b32dc5f2f1aa778bfcbad2a26_account__session_3eb6bdc4-4d1a-43c1-92af-d67ef370a4db,length,length,1696,1696,,keynew
gen-1767118464-u3l6HOox4wDkegphkjnn,2025-12-30 18:14:24.418,0.001013,,,0,0,1008,1,0,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,standard,false,true,user_03d2a38a7d0f0c79a06431ba46bd0eed89d9cd2b32dc5f2f1aa778bfcbad2a26_account__session_3eb6bdc4-4d1a-43c1-92af-d67ef370a4db,length,length,905,905,,keynew
gen-1767118464-Zra8XDMLkJ7g4mvnO1He,2025-12-30 18:14:24.401,0,,,0,0,30820,95,0,xiaomi/mimo-v2-flash-20251210,Xiaomi,free,false,true,user_03d2a38a7d0f0c79a06431ba46bd0eed89d9cd2b32dc5f2f1aa778bfcbad2a26_account__session_3eb6bdc4-4d1a-43c1-92af-d67ef370a4db,stop,stop,3797,2169,,keynew
gen-1767118464-bdHotL4te3xjXC0H2MkU,2025-12-30 18:14:24.399,0.002313,,,0,0,2308,1,0,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,standard,false,true,user_03d2a38a7d0f0c79a06431ba46bd0eed89d9cd2b32dc5f2f1aa778bfcbad2a26_account__session_3eb6bdc4-4d1a-43c1-92af-d67ef370a4db,length,length,1231,1231,,keynew
gen-1767118464-obYnX9HFQRaHHfxnZo3C,2025-12-30 18:14:24.396,0.000599,,,0,0,594,1,0,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,standard,false,true,user_03d2a38a7d0f0c79a06431ba46bd0eed89d9cd2b32dc5f2f1aa778bfcbad2a26_account__session_3eb6bdc4-4d1a-43c1-92af-d67ef370a4db,length,length,1303,1303,,keynew
gen-1767118464-Gdi3ExJAEamweg0Yc76m,2025-12-30 18:14:24.396,0.000761,,,0,0,756,1,0,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,standard,false,true,user_03d2a38a7d0f0c79a06431ba46bd0eed89d9cd2b32dc5f2f1aa778bfcbad2a26_account__session_3eb6bdc4-4d1a-43c1-92af-d67ef370a4db,length,length,948,948,,keynew
gen-1767118464-MYzCcmXQ1MJDuO3qFG2K,2025-12-30 18:14:24.395,0.000967,,,0,0,962,1,0,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,standard,false,true,user_03d2a38a7d0f0c79a06431ba46bd0eed89d9cd2b32dc5f2f1aa778bfcbad2a26_account__session_3eb6bdc4-4d1a-43c1-92af-d67ef370a4db,length,length,1156,1156,,keynew
gen-1767118464-ujuo3t2b8FhjgK7L8q5o,2025-12-30 18:14:24.393,0.000784,,,0,0,779,1,0,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,standard,false,true,user_03d2a38a7d0f0c79a06431ba46bd0eed89d9cd2b32dc5f2f1aa778bfcbad2a26_account__session_3eb6bdc4-4d1a-43c1-92af-d67ef370a4db,length,length,968,968,,keynew
gen-1767118464-guRSQu4BcpiOh1f29Bt9,2025-12-30 18:14:24.392,0.000756,,,0,0,751,1,0,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,standard,false,true,user_03d2a38a7d0f0c79a06431ba46bd0eed89d9cd2b32dc5f2f1aa778bfcbad2a26_account__session_3eb6bdc4-4d1a-43c1-92af-d67ef370a4db,length,length,899,899,,keynew
gen-1767118464-sYJKDVIqTIoqgZN2VP6j,2025-12-30 18:14:24.352,0.002646,,,0,0,2641,1,0,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,standard,false,true,user_03d2a38a7d0f0c79a06431ba46bd0eed89d9cd2b32dc5f2f1aa778bfcbad2a26_account__session_3eb6bdc4-4d1a-43c1-92af-d67ef370a4db,length,length,1269,1269,,keynew
gen-1767118464-KlEbQlKBQQDtm6peMBcX,2025-12-30 18:14:24.352,0.001108,,,0,0,1103,1,0,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,standard,false,true,user_03d2a38a7d0f0c79a06431ba46bd0eed89d9cd2b32dc5f2f1aa778bfcbad2a26_account__session_3eb6bdc4-4d1a-43c1-92af-d67ef370a4db,length,length,947,947,,keynew
gen-1767118464-I2L9kmRBabF0kG3s3fhk,2025-12-30 18:14:24.350,0.000701,,,0,0,696,1,0,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,standard,false,true,user_03d2a38a7d0f0c79a06431ba46bd0eed89d9cd2b32dc5f2f1aa778bfcbad2a26_account__session_3eb6bdc4-4d1a-43c1-92af-d67ef370a4db,length,length,992,992,,keynew
gen-1767118464-JAfue6Fahi0pHD6efcyR,2025-12-30 18:14:24.348,0.001505,,,0,0,1500,1,0,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,standard,false,true,user_03d2a38a7d0f0c79a06431ba46bd0eed89d9cd2b32dc5f2f1aa778bfcbad2a26_account__session_3eb6bdc4-4d1a-43c1-92af-d67ef370a4db,length,length,687,687,,keynew
gen-1767118464-sKd5tXZHxgJWtvIJp2Iz,2025-12-30 18:14:24.346,0.001487,,,0,0,1482,1,0,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,standard,false,true,user_03d2a38a7d0f0c79a06431ba46bd0eed89d9cd2b32dc5f2f1aa778bfcbad2a26_account__session_3eb6bdc4-4d1a-43c1-92af-d67ef370a4db,length,length,1527,1527,,keynew
gen-1767118464-KLn8kLPQTHwsXP2DteJe,2025-12-30 18:14:24.345,0.000737,,,0,0,732,1,0,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,standard,false,true,user_03d2a38a7d0f0c79a06431ba46bd0eed89d9cd2b32dc5f2f1aa778bfcbad2a26_account__session_3eb6bdc4-4d1a-43c1-92af-d67ef370a4db,length,length,1224,1224,,keynew
gen-1767118464-BcqNy6YkiOZEQH0n9DRZ,2025-12-30 18:14:24.342,0.000705,,,0,0,700,1,0,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,standard,false,true,user_03d2a38a7d0f0c79a06431ba46bd0eed89d9cd2b32dc5f2f1aa778bfcbad2a26_account__session_3eb6bdc4-4d1a-43c1-92af-d67ef370a4db,length,length,867,867,,keynew
gen-1767118464-w0pGsdjeH6vBv7iZ37TP,2025-12-30 18:14:24.341,0.000597,,,0,0,592,1,0,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,standard,false,true,user_03d2a38a7d0f0c79a06431ba46bd0eed89d9cd2b32dc5f2f1aa778bfcbad2a26_account__session_3eb6bdc4-4d1a-43c1-92af-d67ef370a4db,length,length,1121,1121,,keynew
gen-1767118464-l6SlEjT71c5gSqIx0OFV,2025-12-30 18:14:24.340,0.000683,,,0,0,678,1,0,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,standard,false,true,user_03d2a38a7d0f0c79a06431ba46bd0eed89d9cd2b32dc5f2f1aa778bfcbad2a26_account__session_3eb6bdc4-4d1a-43c1-92af-d67ef370a4db,length,length,662,662,,keynew
